Entity,Code,Year,Inbound arrivals (same-night) per 1000 people
Mexico,MEX,2002,797.5558
Mexico,MEX,2003,719.1689
Mexico,MEX,2004,756.47107
Mexico,MEX,2005,770.3827
Mexico,MEX,2006,714.28845
Mexico,MEX,2007,664.5801
Mexico,MEX,2008,638.3491
Mexico,MEX,2009,591.6105
Mexico,MEX,2010,521.3076
Mexico,MEX,2011,458.4212
Mexico,MEX,2012,460.84903
Mexico,MEX,2013,459.96835
Mexico,MEX,2014,435.31314
Mexico,MEX,2015,458.05283
Mexico,MEX,2016,491.88925
Mexico,MEX,2017,488.91537
Mexico,MEX,2018,444.9825
Mexico,MEX,2019,418.7702
Mexico,MEX,2020,213.05447
Mexico,MEX,2021,185.00433
Moldova,MDA,1995,0.22415303
Moldova,MDA,1996,0.02257235
Moldova,MDA,1998,0.114849195
Moldova,MDA,1999,0.06970354
Moldova,MDA,2000,0.18816574
Moldova,MDA,2001,0.04761338
Moldova,MDA,2002,0.48220146
Moldova,MDA,2003,0.73278254
Monaco,MCO,1995,730.04285
Monaco,MCO,1996,819.15564
Monaco,MCO,1997,687.6289
Monaco,MCO,1998,1737.296
Monaco,MCO,1999,1850.8236
Monaco,MCO,2000,2338.8933
Monaco,MCO,2001,2217.7046
Monaco,MCO,2002,1728.0751
Monaco,MCO,2003,2473.2578
Monaco,MCO,2004,3875.0078
Monaco,MCO,2005,4135.315
Monaco,MCO,2006,5620.4336
Monaco,MCO,2007,5715.901
Monaco,MCO,2008,7275.236
Monaco,MCO,2009,7277.661
Monaco,MCO,2010,9697.919
Monaco,MCO,2011,8389.509
Monaco,MCO,2012,6710.2495
Monaco,MCO,2013,6911.3374
Monaco,MCO,2014,5369.053
Monaco,MCO,2015,6932.9272
Monaco,MCO,2016,4906.983
Monaco,MCO,2017,4478.1353
Monaco,MCO,2018,4561.4033
Monaco,MCO,2019,4911.088
Monaco,MCO,2020,29.7756
Montserrat,MSR,1995,191.27316
Montserrat,MSR,1996,38.77472
Montserrat,MSR,1997,141.00395
Montserrat,MSR,1998,295.26028
Montserrat,MSR,1999,552.677
Montserrat,MSR,2000,774.29346
Montserrat,MSR,2001,1226.9939
Montserrat,MSR,2002,1123.8384
Montserrat,MSR,2003,1117.7988
Montserrat,MSR,2004,1089.2781
Montserrat,MSR,2005,720.7971
Montserrat,MSR,2006,315.39108
Montserrat,MSR,2007,208.6376
Montserrat,MSR,2008,206.78247
Montserrat,MSR,2009,204.24837
Montserrat,MSR,2010,342.74194
Montserrat,MSR,2011,400.88193
Montserrat,MSR,2012,519.1038
Montserrat,MSR,2013,297.9146
Montserrat,MSR,2014,374.38425
Montserrat,MSR,2015,845.9571
Montserrat,MSR,2016,939.70245
Montserrat,MSR,2017,1905.5685
Montserrat,MSR,2018,1483.6796
Montserrat,MSR,2019,1965.5477
Montserrat,MSR,2020,684.9315
Morocco,MAR,1995,5.6392984
Morocco,MAR,1996,6.0372396
Morocco,MAR,1997,4.7815247
Morocco,MAR,1998,6.1888695
Morocco,MAR,1999,9.617776
Morocco,MAR,2000,6.3037524
Morocco,MAR,2001,7.4662724
Morocco,MAR,2002,8.702531
Morocco,MAR,2003,8.765639
Morocco,MAR,2004,8.523922
Morocco,MAR,2005,7.65644
Morocco,MAR,2006,7.070341
Morocco,MAR,2007,9.381213
Morocco,MAR,2008,10.431485
Morocco,MAR,2009,9.95541
Morocco,MAR,2010,14.292374
Morocco,MAR,2011,13.433137
Morocco,MAR,2012,13.642292
Morocco,MAR,2013,8.963561
Morocco,MAR,2014,6.540412
Morocco,MAR,2015,10.52466
Morocco,MAR,2016,9.8270235
Morocco,MAR,2017,5.376024
Morocco,MAR,2018,5.566764
Morocco,MAR,2019,4.875441
Morocco,MAR,2020,0.65415114
Mozambique,MOZ,2001,4.4454875
Mozambique,MOZ,2002,21.503136
Mozambique,MOZ,2003,14.853994
Mozambique,MOZ,2004,12.236974
Mozambique,MOZ,2005,18.603617
Mozambique,MOZ,2006,20.785118
Mozambique,MOZ,2007,22.93177
Mozambique,MOZ,2008,11.260863
Mozambique,MOZ,2009,11.142478
Mozambique,MOZ,2010,5.1140404
Mozambique,MOZ,2011,4.6716337
Mozambique,MOZ,2012,3.7978384
Mozambique,MOZ,2013,3.2987828
Mozambique,MOZ,2014,3.4563932
Mozambique,MOZ,2015,3.0547714
Mozambique,MOZ,2016,2.744029
Mozambique,MOZ,2017,2.3451626
Mozambique,MOZ,2018,4.3162217
Mozambique,MOZ,2019,0.46226588
Mozambique,MOZ,2020,0.22451554
Mozambique,MOZ,2021,1.77697
Namibia,NAM,1995,92.8128
Namibia,NAM,1996,59.9972
Namibia,NAM,1997,63.78274
Namibia,NAM,1998,38.595383
Namibia,NAM,1999,33.178127
Namibia,NAM,2000,56.61991
Namibia,NAM,2001,16.160257
Namibia,NAM,2002,22.239508
Namibia,NAM,2003,22.97132
Namibia,NAM,2005,39.73765
Namibia,NAM,2006,63.929348
Namibia,NAM,2007,59.160065
Namibia,NAM,2008,72.60041
Namibia,NAM,2009,58.0291
Namibia,NAM,2010,61.92614
Namibia,NAM,2011,63.779606
Namibia,NAM,2012,76.586845
Namibia,NAM,2013,68.49573
Namibia,NAM,2014,48.59546
Namibia,NAM,2015,43.8076
Namibia,NAM,2016,35.29385
Namibia,NAM,2017,34.67905
Namibia,NAM,2018,34.085968
Namibia,NAM,2019,22.479736
Namibia,NAM,2020,7.070832
Namibia,NAM,2021,11.303678
New Caledonia,NCL,1995,180.25507
New Caledonia,NCL,1996,230.27815
New Caledonia,NCL,1997,163.12354
New Caledonia,NCL,1998,108.097435
New Caledonia,NCL,1999,234.878
New Caledonia,NCL,2000,230.19843
New Caledonia,NCL,2001,225.66472
New Caledonia,NCL,2002,234.36482
New Caledonia,NCL,2003,272.6967
New Caledonia,NCL,2004,322.6401
New Caledonia,NCL,2005,334.50754
New Caledonia,NCL,2006,484.43497
New Caledonia,NCL,2007,497.23712
New Caledonia,NCL,2008,600.57684
New Caledonia,NCL,2009,509.75143
New Caledonia,NCL,2010,699.9828
New Caledonia,NCL,2011,886.1786
New Caledonia,NCL,2012,1024.6393
New Caledonia,NCL,2013,1396.5066
New Caledonia,NCL,2014,1502.8223
New Caledonia,NCL,2015,1568.6774
New Caledonia,NCL,2016,1793.8136
New Caledonia,NCL,2017,1775.9303
New Caledonia,NCL,2018,1600.6346
New Caledonia,NCL,2019,1205.4357
New Caledonia,NCL,2020,411.9939
New Zealand,NZL,1998,2.6246395
New Zealand,NZL,1999,2.8694434
New Zealand,NZL,2000,1.8156983
New Zealand,NZL,2001,2.3138704
New Zealand,NZL,2002,4.811854
New Zealand,NZL,2003,4.4776745
New Zealand,NZL,2004,2.2051177
New Zealand,NZL,2005,3.1455808
New Zealand,NZL,2006,4.5454698
New Zealand,NZL,2007,4.974541
New Zealand,NZL,2008,26.289629
New Zealand,NZL,2009,23.240227
New Zealand,NZL,2010,21.857447
New Zealand,NZL,2011,23.965631
New Zealand,NZL,2012,22.901014
New Zealand,NZL,2013,18.199625
New Zealand,NZL,2014,18.16491
New Zealand,NZL,2015,19.605318
New Zealand,NZL,2016,26.563337
New Zealand,NZL,2017,35.396343
New Zealand,NZL,2018,35.548
New Zealand,NZL,2019,37.507313
New Zealand,NZL,2020,9.484048
New Zealand,NZL,2021,0.38988405
Nicaragua,NIC,1995,12.283108
Nicaragua,NIC,1996,17.45494
Nicaragua,NIC,1997,19.403738
Nicaragua,NIC,1998,15.478784
Nicaragua,NIC,1999,12.277508
Nicaragua,NIC,2000,18.738205
Nicaragua,NIC,2001,19.257563
Nicaragua,NIC,2002,20.346008
Nicaragua,NIC,2003,22.543407
Nicaragua,NIC,2004,22.279076
Nicaragua,NIC,2005,16.866251
Nicaragua,NIC,2006,25.678997
Nicaragua,NIC,2007,31.743427
Nicaragua,NIC,2008,26.899906
Nicaragua,NIC,2009,13.516677
Nicaragua,NIC,2010,10.246364
Nicaragua,NIC,2011,10.264947
Nicaragua,NIC,2012,8.788505
Nicaragua,NIC,2013,7.1902742
Nicaragua,NIC,2014,9.824955
Nicaragua,NIC,2015,11.113564
Nicaragua,NIC,2016,14.399216
Nicaragua,NIC,2017,26.386715
Nicaragua,NIC,2018,23.888376
Nicaragua,NIC,2019,23.859835
Nicaragua,NIC,2020,13.32169
Nicaragua,NIC,2021,13.137639
Niue,NIU,2017,951.8773
Northern Mariana Islands,MNP,1995,143.631
Northern Mariana Islands,MNP,1996,149.84921
Northern Mariana Islands,MNP,1997,164.37096
Northern Mariana Islands,MNP,1998,131.35619
Northern Mariana Islands,MNP,1999,104.909775
Northern Mariana Islands,MNP,2000,149.34103
Northern Mariana Islands,MNP,2001,75.47645
Northern Mariana Islands,MNP,2002,129.57228
Northern Mariana Islands,MNP,2003,93.775955
Northern Mariana Islands,MNP,2004,152.9541
Northern Mariana Islands,MNP,2005,130.34978
Northern Mariana Islands,MNP,2006,105.93541
Northern Mariana Islands,MNP,2007,63.423607
Northern Mariana Islands,MNP,2008,149.8826
Northern Mariana Islands,MNP,2009,157.69278
Northern Mariana Islands,MNP,2010,73.92486
Northern Mariana Islands,MNP,2011,95.161964
Northern Mariana Islands,MNP,2012,38.180325
Northern Mariana Islands,MNP,2013,57.518646
Northern Mariana Islands,MNP,2014,96.37997
Northern Mariana Islands,MNP,2015,65.97074
Northern Mariana Islands,MNP,2016,97.7498
Northern Mariana Islands,MNP,2017,78.81463
Northern Mariana Islands,MNP,2018,19.869656
Northern Mariana Islands,MNP,2019,60.14435
Northern Mariana Islands,MNP,2020,40.31364
Northern Mariana Islands,MNP,2021,10.100398
Norway,NOR,1998,403.68512
Norway,NOR,1999,425.8039
Norway,NOR,2000,449.10007
Norway,NOR,2001,452.3685
Norway,NOR,2002,315.52728
Norway,NOR,2003,310.3939
Norway,NOR,2004,327.07037
Norway,NOR,2005,344.74622
Norway,NOR,2006,357.8569
Norway,NOR,2007,348.22623
Norway,NOR,2008,357.96265
Norway,NOR,2009,366.10657
Norway,NOR,2010,370.36682
Norway,NOR,2011,349.24344
Oman,OMN,2001,112.01627
Oman,OMN,2002,122.72935
Oman,OMN,2003,70.32398
Oman,OMN,2004,85.86959
Oman,OMN,2005,83.889885
Oman,OMN,2006,124.577644
Oman,OMN,2007,52.19315
Oman,OMN,2008,62.617123
Oman,OMN,2009,23.725294
Oman,OMN,2010,20.472498
Oman,OMN,2011,116.93598
Oman,OMN,2012,133.78267
Oman,OMN,2013,139.12585
Oman,OMN,2014,153.145
Oman,OMN,2015,172.95738
Oman,OMN,2016,198.26834
Oman,OMN,2017,190.01056
Oman,OMN,2018,204.51364
Oman,OMN,2019,218.56409
Oman,OMN,2020,54.188423
Oman,OMN,2021,41.58856
Palestine,PSE,2007,178.59631
Palestine,PSE,2008,288.80304
Palestine,PSE,2009,344.66833
Palestine,PSE,2010,575.86096
Palestine,PSE,2011,558.0091
Palestine,PSE,2012,612.0701
Palestine,PSE,2013,543.9301
Palestine,PSE,2014,536.7
Palestine,PSE,2015,361.681
Palestine,PSE,2016,398.57593
Palestine,PSE,2017,481.39166
Palestine,PSE,2018,508.57874
Palestine,PSE,2019,635.8743
Palestine,PSE,2020,165.35818
Panama,PAN,1995,26.50888
Panama,PAN,1996,28.86412
Panama,PAN,1997,29.349426
Panama,PAN,1998,33.966698
Panama,PAN,1999,33.29795
Panama,PAN,2000,38.64428
Panama,PAN,2001,71.21788
Panama,PAN,2002,85.5497
Panama,PAN,2003,104.03505
Panama,PAN,2004,118.08923
Panama,PAN,2005,111.31697
Panama,PAN,2006,110.43239
Panama,PAN,2007,94.70748
Panama,PAN,2008,93.84073
Panama,PAN,2009,101.70428
Panama,PAN,2010,110.93872
Panama,PAN,2011,143.95398
Panama,PAN,2012,127.833954
Panama,PAN,2013,142.35036
Panama,PAN,2014,144.00348
Panama,PAN,2015,111.950615
Panama,PAN,2016,113.75101
Panama,PAN,2017,164.54793
Panama,PAN,2018,168.53697
Panama,PAN,2019,175.07227
Panama,PAN,2020,54.25682
Panama,PAN,2021,42.7462
Papua New Guinea,PNG,2008,0.8405717
Papua New Guinea,PNG,2009,0.6794506
Papua New Guinea,PNG,2010,0.7912155
Papua New Guinea,PNG,2011,0.8966729
Papua New Guinea,PNG,2012,0.8721059
Papua New Guinea,PNG,2013,0.97021043
Papua New Guinea,PNG,2014,1.063307
Papua New Guinea,PNG,2015,1.8428569
Papua New Guinea,PNG,2016,2.135029
Papua New Guinea,PNG,2017,4.717601
Papua New Guinea,PNG,2018,5.8954473
Papua New Guinea,PNG,2019,5.344516
Paraguay,PRY,1995,3310.2197
Paraguay,PRY,1996,2640.685
Paraguay,PRY,1997,2191.648
Paraguay,PRY,1998,1923.0402
Paraguay,PRY,1999,1253.4731
Paraguay,PRY,2000,709.43207
Paraguay,PRY,2001,627.64557
Paraguay,PRY,2002,556.8886
Paraguay,PRY,2003,484.00415
Paraguay,PRY,2004,420.94946
Paraguay,PRY,2005,421.22516
Paraguay,PRY,2006,441.21777
Paraguay,PRY,2007,463.13623
Paraguay,PRY,2008,476.51483
Paraguay,PRY,2009,481.1858
Paraguay,PRY,2010,469.0898
Paraguay,PRY,2011,486.14478
Paraguay,PRY,2012,519.30273
Paraguay,PRY,2013,487.5404
Paraguay,PRY,2014,460.70035
Paraguay,PRY,2015,467.30682
Paraguay,PRY,2016,480.3225
Paraguay,PRY,2017,497.2145
Paraguay,PRY,2018,465.90765
Paraguay,PRY,2019,482.6931
Paraguay,PRY,2020,124.646835
Paraguay,PRY,2021,71.004486
Peru,PER,1998,0.116196975
Peru,PER,1999,0.11427597
Peru,PER,2000,0.1500688
Peru,PER,2001,0.14806637
Peru,PER,2002,0.14633517
Peru,PER,2003,0.14480506
Peru,PER,2004,10.755034
Peru,PER,2005,13.038569
Peru,PER,2006,17.82878
Peru,PER,2007,18.706045
Peru,PER,2008,18.155825
Peru,PER,2009,18.649176
Peru,PER,2010,22.203539
Peru,PER,2011,23.78067
Peru,PER,2012,26.75667
Peru,PER,2013,28.196856
Peru,PER,2014,27.904106
Peru,PER,2015,30.118654
Peru,PER,2016,31.285357
Peru,PER,2017,30.374472
Peru,PER,2018,29.965273
Peru,PER,2019,27.509634
Peru,PER,2020,6.6657124
Philippines,PHL,1995,0.057761338
Philippines,PHL,1996,0.14095433
Philippines,PHL,1997,0.24752873
Philippines,PHL,1998,0.4027282
Philippines,PHL,1999,0.23606847
Philippines,PHL,2000,0.08979168
Philippines,PHL,2001,0.05023479
Philippines,PHL,2002,0.061511528
Philippines,PHL,2003,0.06028248
Philippines,PHL,2004,0.09455426
Philippines,PHL,2005,0.023185382
Philippines,PHL,2006,0.045505308
Philippines,PHL,2007,0.18981397
Philippines,PHL,2008,0.23013112
Philippines,PHL,2009,0.22593533
Philippines,PHL,2010,0.2641681
Philippines,PHL,2011,0.083041035
Philippines,PHL,2012,0.11220789
Philippines,PHL,2013,0.16048126
Philippines,PHL,2014,0.5921527
Philippines,PHL,2015,0.6794048
Philippines,PHL,2016,0.6865298
Philippines,PHL,2017,1.0680308
Philippines,PHL,2018,2.1000502
Philippines,PHL,2019,1.4676466
Philippines,PHL,2020,0.2228343
Poland,POL,1995,1641.2955
Poland,POL,1996,1771.5236
Poland,POL,1997,1778.7474
Poland,POL,1998,1818.9686
Poland,POL,1999,1855.5101
Poland,POL,2000,1743.0461
Poland,POL,2001,1200.9199
Poland,POL,2002,951.03235
Poland,POL,2003,994.5228
Poland,POL,2004,1234.0126
Poland,POL,2005,1280.7474
Poland,POL,2006,1282.7139
Poland,POL,2007,1329.9718
Poland,POL,2008,1219.405
Poland,POL,2009,1088.0479
Poland,POL,2010,1188.4233
Poland,POL,2011,1227.1869
Poland,POL,2012,1360.487
Poland,POL,2013,1463.7108
Poland,POL,2014,1496.8167
Poland,POL,2015,1582.6205
Poland,POL,2016,1635.1299
Poland,POL,2017,1701.0436
Poland,POL,2018,1721.7415
Poland,POL,2019,1749.8234
Poland,POL,2020,1110.0653
Poland,POL,2021,1078.216
Portugal,PRT,1995,1327.1981
Portugal,PRT,1996,1318.5426
Portugal,PRT,1997,1366.3625
Portugal,PRT,1998,1476.5087
Portugal,PRT,1999,1477.5187
Portugal,PRT,2000,1523.3046
Portugal,PRT,2001,1524.709
Portugal,PRT,2002,1475.3263
Portugal,PRT,2003,1483.2892
Portugal,PRT,2004,1002.3308
Portugal,PRT,2005,1003.5812
Portugal,PRT,2006,1072.274
Puerto Rico,PRI,1995,258.03333
Puerto Rico,PRI,1996,279.94943
Puerto Rico,PRI,1997,294.71802
Puerto Rico,PRI,1998,336.83466
Puerto Rico,PRI,1999,314.4263
Puerto Rico,PRI,2000,320.08536
Puerto Rico,PRI,2001,354.1104
Puerto Rico,PRI,2002,333.3529
Puerto Rico,PRI,2003,304.2637
Puerto Rico,PRI,2004,353.15387
Puerto Rico,PRI,2005,364.46674
Puerto Rico,PRI,2006,342.86688
Puerto Rico,PRI,2007,364.19537
Puerto Rico,PRI,2008,398.39078
Puerto Rico,PRI,2009,329.50568
Puerto Rico,PRI,2010,321.1473
Puerto Rico,PRI,2011,315.85092
Puerto Rico,PRI,2012,308.36615
Puerto Rico,PRI,2013,287.1347
Puerto Rico,PRI,2014,339.88687
Puerto Rico,PRI,2015,431.4714
Puerto Rico,PRI,2016,369.09238
Puerto Rico,PRI,2017,420.0324
Puerto Rico,PRI,2018,359.1152
Puerto Rico,PRI,2019,531.7521
Puerto Rico,PRI,2020,386.54224
Puerto Rico,PRI,2021,0
Reunion,REU,2017,46.100487
Reunion,REU,2018,41.436947
Reunion,REU,2019,71.306465
Reunion,REU,2020,40.090664
Romania,ROU,1995,118.58091
Romania,ROU,1996,97.11002
Romania,ROU,1997,98.342094
Romania,ROU,1998,84.15594
Romania,ROU,1999,91.4288
Romania,ROU,2000,90.785164
Russia,RUS,2001,4.5406203
Russia,RUS,2002,4.65004
Russia,RUS,2003,4.8155627
Russia,RUS,2004,5.728986
Russia,RUS,2005,5.7788577
Russia,RUS,2006,3.9975255
Russia,RUS,2007,8.028358
Russia,RUS,2008,8.749949
Russia,RUS,2009,8.710312
Russia,RUS,2010,8.349472
Russia,RUS,2011,8.851561
Russia,RUS,2012,9.406155
Russia,RUS,2013,10.322536
Russia,RUS,2015,11.543642
Rwanda,RWA,2006,3.9913385
Rwanda,RWA,2007,4.5153
Rwanda,RWA,2008,6.338173
Rwanda,RWA,2009,6.073437
Rwanda,RWA,2010,6.014144
Rwanda,RWA,2011,6.9018126
Rwanda,RWA,2012,6.8263597
Rwanda,RWA,2013,6.846013
Rwanda,RWA,2014,7.0370193
Rwanda,RWA,2015,6.956992
Rwanda,RWA,2016,7.1243567
Rwanda,RWA,2017,7.1952195
Rwanda,RWA,2018,7.3413177
Rwanda,RWA,2019,7.0120606
Rwanda,RWA,2020,2.0537994
Rwanda,RWA,2021,2.228513
Saint Kitts and Nevis,KNA,1995,2912.439
Saint Kitts and Nevis,KNA,1996,2040.8163
Saint Kitts and Nevis,KNA,1997,2426.6843
Saint Kitts and Nevis,KNA,1998,3547.5415
Saint Kitts and Nevis,KNA,1999,3165.968
Saint Kitts and Nevis,KNA,2000,3824.8484
Saint Kitts and Nevis,KNA,2001,5715.776
Saint Kitts and Nevis,KNA,2002,3694.262
Saint Kitts and Nevis,KNA,2003,3358.016
Saint Kitts and Nevis,KNA,2004,5686.451
Saint Kitts and Nevis,KNA,2005,4791.239
Saint Kitts and Nevis,KNA,2006,4498.934
Saint Kitts and Nevis,KNA,2007,5442.408
Saint Kitts and Nevis,KNA,2008,8584.1455
Saint Kitts and Nevis,KNA,2009,9828.789
Saint Kitts and Nevis,KNA,2010,11090.262
Saint Kitts and Nevis,KNA,2011,13002.836
Saint Kitts and Nevis,KNA,2012,11768.647
Saint Kitts and Nevis,KNA,2013,12303.057
Saint Kitts and Nevis,KNA,2014,14723.105
Saint Kitts and Nevis,KNA,2015,19199.398
Saint Kitts and Nevis,KNA,2016,19638.6
Saint Kitts and Nevis,KNA,2017,22547.113
Saint Kitts and Nevis,KNA,2018,24106.975
Saint Kitts and Nevis,KNA,2019,20674.92
Saint Kitts and Nevis,KNA,2020,5685.394
Saint Kitts and Nevis,KNA,2021,2149.8604
Saint Lucia,LCA,1995,1155.0981
Saint Lucia,LCA,1996,1207.9333
Saint Lucia,LCA,1997,2026.0883
Saint Lucia,LCA,1998,2403.2332
Saint Lucia,LCA,1999,2539.9312
Saint Lucia,LCA,2000,2864.9702
Saint Lucia,LCA,2001,3094.433
Saint Lucia,LCA,2002,2441.0742
Saint Lucia,LCA,2003,2489.881
Saint Lucia,LCA,2004,2995.3972
Saint Lucia,LCA,2005,2430.5598
Saint Lucia,LCA,2006,2204.522
Saint Lucia,LCA,2007,3689.0237
Saint Lucia,LCA,2008,3731.0776
Saint Lucia,LCA,2009,4148.644
Saint Lucia,LCA,2010,3966.072
Saint Lucia,LCA,2011,3705.9197
Saint Lucia,LCA,2012,3361.461
Saint Lucia,LCA,2013,3459.9292
Saint Lucia,LCA,2014,3712.5173
Saint Lucia,LCA,2015,3905.7607
Saint Lucia,LCA,2016,3400.8015
Saint Lucia,LCA,2017,3826.725
Saint Lucia,LCA,2018,4328.4204
Saint Lucia,LCA,2019,4457.0366
Saint Lucia,LCA,2020,1683.729
Saint Lucia,LCA,2021,545.4657
Saint Vincent and the Grenadines,VCT,1995,1383.6952
Saint Vincent and the Grenadines,VCT,1996,1382.3151
Saint Vincent and the Grenadines,VCT,1997,1181.2057
Saint Vincent and the Grenadines,VCT,1998,1182.3748
Saint Vincent and the Grenadines,VCT,1999,1359.5417
Saint Vincent and the Grenadines,VCT,2000,1607.6323
Saint Vincent and the Grenadines,VCT,2001,1610.1643
Saint Vincent and the Grenadines,VCT,2002,1498.2462
Saint Vincent and the Grenadines,VCT,2003,1440.9604
Saint Vincent and the Grenadines,VCT,2004,1553.8843
Saint Vincent and the Grenadines,VCT,2005,1436.7816
Saint Vincent and the Grenadines,VCT,2006,1875.3982
Saint Vincent and the Grenadines,VCT,2007,2147.3167
Saint Vincent and the Grenadines,VCT,2008,1504.5363
Saint Vincent and the Grenadines,VCT,2009,1784.2188
Saint Vincent and the Grenadines,VCT,2010,1454.3925
Saint Vincent and the Grenadines,VCT,2011,1232.5012
Saint Vincent and the Grenadines,VCT,2012,1165.5336
Saint Vincent and the Grenadines,VCT,2013,1191.0411
Saint Vincent and the Grenadines,VCT,2014,1253.1094
Saint Vincent and the Grenadines,VCT,2015,1230.1278
Saint Vincent and the Grenadines,VCT,2016,1396.6085
Saint Vincent and the Grenadines,VCT,2017,2150.2727
Saint Vincent and the Grenadines,VCT,2018,2608.8113
Saint Vincent and the Grenadines,VCT,2019,3001.7153
Saint Vincent and the Grenadines,VCT,2020,1223.1948
Saint Vincent and the Grenadines,VCT,2021,311.4817
Samoa,WSM,2006,31.681664
Samoa,WSM,2007,26.248096
Samoa,WSM,2008,20.856035
Samoa,WSM,2009,36.233948
Samoa,WSM,2010,41.09181
Samoa,WSM,2011,35.648083
Samoa,WSM,2012,45.42449
Samoa,WSM,2013,45.010803
Samoa,WSM,2014,56.500256
Samoa,WSM,2015,54.03122
Samoa,WSM,2016,58.3774
Samoa,WSM,2017,52.975796
Samoa,WSM,2018,38.14701
Samoa,WSM,2019,40.58231
Samoa,WSM,2020,3.7220728
San Marino,SMR,2005,69657.98
San Marino,SMR,2006,69572.76
San Marino,SMR,2007,68925.81
San Marino,SMR,2008,64987.473
San Marino,SMR,2009,61293.438
San Marino,SMR,2010,58676.613
San Marino,SMR,2011,57875.637
San Marino,SMR,2012,52177.586
San Marino,SMR,2013,55063.5
San Marino,SMR,2014,57728.566
San Marino,SMR,2015,54594.707
San Marino,SMR,2016,57294.742
San Marino,SMR,2017,54546.523
San Marino,SMR,2018,52371.34
San Marino,SMR,2019,52422.3
San Marino,SMR,2020,28115.635
San Marino,SMR,2021,37309.01
Sao Tome and Principe,STP,2001,1.3673251
Saudi Arabia,SAU,2004,104.97932
Saudi Arabia,SAU,2005,97.55037
Saudi Arabia,SAU,2006,92.26695
Saudi Arabia,SAU,2007,73.7877
Saudi Arabia,SAU,2008,107.88213
Saudi Arabia,SAU,2009,85.03079
Saudi Arabia,SAU,2010,73.949585
Saudi Arabia,SAU,2011,52.96682
Saudi Arabia,SAU,2012,114.04357
Saudi Arabia,SAU,2013,132.20042
Saudi Arabia,SAU,2014,147.8573
Saudi Arabia,SAU,2015,117.25249
Saudi Arabia,SAU,2016,85.07831
Saudi Arabia,SAU,2017,73.05563
Saudi Arabia,SAU,2018,63.852634
Saudi Arabia,SAU,2019,77.23147
Saudi Arabia,SAU,2020,20.668327
Saudi Arabia,SAU,2021,10.9039135
Senegal,SEN,1995,0.69503295
Senegal,SEN,1996,0.6784701
Senegal,SEN,1997,0.6628703
Senegal,SEN,1998,1.4036556
Senegal,SEN,1999,0.9495108
Senegal,SEN,2000,1.1335192
Senegal,SEN,2001,1.3081065
Senegal,SEN,2002,0.687559
Senegal,SEN,2003,0.6708512
Senegal,SEN,2004,0.9346931
Senegal,SEN,2005,0.8201153
Senegal,SEN,2006,0.8878322
Senegal,SEN,2007,0.3459047
Senegal,SEN,2008,0.8422519
Senegal,SEN,2009,0.41000316
Senegal,SEN,2010,0.47884586
Senegal,SEN,2011,0.69898146
Senegal,SEN,2012,0.3778764
Senegal,SEN,2013,0.44132018
Senegal,SEN,2014,0.93054456
Senegal,SEN,2015,0.53635395
Senegal,SEN,2016,0.6101134
Senegal,SEN,2017,0.7256993
Seychelles,SYC,1995,80.264336
Seychelles,SYC,1996,145.56041
Seychelles,SYC,1997,78.376045
Seychelles,SYC,1998,77.23698
Seychelles,SYC,1999,63.41315
Seychelles,SYC,2000,124.88604
Seychelles,SYC,2001,98.42762
Seychelles,SYC,2002,36.38657
Seychelles,SYC,2003,59.799313
Seychelles,SYC,2004,59.00889
Seychelles,SYC,2005,69.84297
Seychelles,SYC,2006,114.797386
Seychelles,SYC,2007,113.20029
Seychelles,SYC,2008,156.14543
Seychelles,SYC,2009,219.66917
Seychelles,SYC,2010,173.1152
Seychelles,SYC,2011,170.49934
Seychelles,SYC,2012,83.9287
Seychelles,SYC,2013,72.36638
Seychelles,SYC,2014,61.214497
Seychelles,SYC,2015,201.49103
Seychelles,SYC,2016,298.4451
Seychelles,SYC,2017,314.2554
Seychelles,SYC,2018,416.98993
Seychelles,SYC,2019,421.51245
Seychelles,SYC,2020,185.70277
Sierra Leone,SLE,2012,2.2095885
Sierra Leone,SLE,2013,2.0100887
Sierra Leone,SLE,2014,1.2603806
Sierra Leone,SLE,2015,0.9569667
Sierra Leone,SLE,2016,0.6672077
Sierra Leone,SLE,2017,1.0419964
Sierra Leone,SLE,2018,1.1448507
Sierra Leone,SLE,2019,0.9941803
Sierra Leone,SLE,2020,0.24289611
Sierra Leone,SLE,2021,0.47502315
Singapore,SGP,1995,301.0826
Singapore,SGP,1996,340.64413
Singapore,SGP,1997,346.74866
Singapore,SGP,1998,289.68295
Singapore,SGP,1999,341.36017
Singapore,SGP,2000,401.8648
Singapore,SGP,2001,403.99472
Singapore,SGP,2002,409.88327
Singapore,SGP,2003,336.9284
Singapore,SGP,2004,415.8854
Singapore,SGP,2005,429.0339
Singapore,SGP,2006,482.1043
Singapore,SGP,2007,499.22137
Singapore,SGP,2008,483.2172
Singapore,SGP,2009,437.86237
Singapore,SGP,2010,480.48013
Singapore,SGP,2011,526.5698
Singapore,SGP,2012,631.4808
Singapore,SGP,2013,669.76227
Singapore,SGP,2014,580.0192
Singapore,SGP,2015,562.8299
Singapore,SGP,2016,611.0012
Singapore,SGP,2017,610.8087
Singapore,SGP,2018,659.5531
Singapore,SGP,2019,681.33685
Singapore,SGP,2020,111.16988
Singapore,SGP,2021,0.84160024
